name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Quezon City, National Capital Region, Philippines",2022-02-12,32.0,23.8,27.6,35.8,23.8,29.1,21.3,69.4,0.0,0.0,0.0,,0.0,0.0,42.1,16.6,98.5,1010.8,57.9,10.9,157.3,13.6,7.0,,2022-02-12T06:21:15,2022-02-12T17:59:03,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-02-13,31.0,25.2,27.7,35.5,25.2,29.9,22.4,73.0,0.0,0.0,0.0,,0.0,0.0,31.3,19.5,107.3,1010.3,76.8,11.5,129.8,11.1,6.0,,2022-02-13T06:20:52,2022-02-13T17:59:24,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,remote,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-02-14,31.0,25.0,27.5,35.5,25.0,29.8,23.0,77.1,0.612,100.0,16.67,rain,0.0,0.0,22.3,24.7,69.2,1011.3,85.5,11.6,83.5,7.1,4.0,,2022-02-14T06:20:28,2022-02-14T17:59:44,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-02-15,33.0,25.0,27.9,38.1,25.0,29.8,22.7,74.1,0.0,0.0,0.0,,0.0,0.0,20.5,24.1,126.7,1010.7,47.1,10.1,124.2,10.8,6.0,,2022-02-15T06:20:03,2022-02-15T18:00:04,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,remote,E0758,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2022-02-16,32.0,24.2,27.7,36.8,24.2,29.4,21.7,70.5,0.1,100.0,4.17,rain,0.0,0.0,23.4,17.5,111.7,1010.0,44.6,10.2,143.8,12.4,6.0,,2022-02-16T06:19:38,2022-02-16T18:00:23,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,remote,E0758,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2022-02-17,31.0,23.8,27.0,35.5,23.8,28.7,22.4,76.3,0.128,100.0,8.33,rain,0.0,0.0,36.4,28.0,111.6,1010.1,64.3,10.8,86.5,7.4,5.0,,2022-02-17T06:19:11,2022-02-17T18:00:42,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-02-18,31.6,25.0,27.6,35.7,25.0,29.6,22.3,73.0,0.0,0.0,0.0,,0.0,0.0,37.1,18.9,114.6,1011.5,51.8,11.0,135.2,11.8,7.0,,2022-02-18T06:18:44,2022-02-18T18:01:00,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,98327099999,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-02-19,33.0,25.0,28.5,39.3,25.0,31.2,22.5,70.5,0.0,0.0,0.0,,0.0,0.0,16.9,18.4,102.5,1011.0,40.7,10.2,143.2,12.4,6.0,,2022-02-19T06:18:16,2022-02-19T18:01:18,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-02-20,33.0,25.2,28.5,38.1,25.2,30.7,21.6,67.1,0.0,0.0,0.0,,0.0,0.0,35.3,25.2,100.6,1011.5,49.7,10.3,135.8,11.8,6.0,,2022-02-20T06:17:47,2022-02-20T18:01:35,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,98327099999,98428099999,RPLL,C6BR3,98430099999,remote,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-02-21,32.0,24.2,28.1,36.8,24.2,30.3,21.9,69.4,0.002,100.0,4.17,rain,0.0,0.0,40.0,22.0,84.7,1013.2,70.4,10.6,103.8,9.0,4.0,,2022-02-21T06:17:17,2022-02-21T18:01:52,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,E0758,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2022-02-22,30.0,24.9,26.5,35.1,24.9,27.7,23.2,82.5,7.784,100.0,12.5,rain,0.0,0.0,43.2,18.4,68.0,1013.5,85.4,9.7,66.4,5.7,3.0,,2022-02-22T06:16:46,2022-02-22T18:02:08,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,E0758,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2022-02-23,30.5,24.5,27.3,33.3,24.5,28.6,21.8,73.2,0.0,0.0,0.0,,0.0,0.0,28.8,24.4,90.8,1014.7,81.2,10.2,91.5,7.9,4.0,,2022-02-23T06:16:15,2022-02-23T18:02:23,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-02-24,33.2,23.5,28.0,36.9,23.5,29.8,21.5,69.1,0.0,0.0,0.0,,0.0,0.0,38.5,30.0,106.9,1014.8,30.4,10.3,138.0,12.0,7.0,,2022-02-24T06:15:42,2022-02-24T18:02:38,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-02-25,32.6,24.3,28.2,35.7,24.3,30.0,21.2,66.6,0.0,0.0,0.0,,0.0,0.0,288.0,25.4,99.4,1015.2,46.2,10.1,135.1,11.5,7.0,,2022-02-25T06:15:10,2022-02-25T18:02:53,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-02-26,32.0,24.2,27.6,36.8,24.2,28.8,21.2,69.1,0.19,100.0,4.17,rain,0.0,0.0,45.4,22.3,73.0,1014.9,57.2,10.1,149.2,12.9,7.0,,2022-02-26T06:14:36,2022-02-26T18:03:07,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,E0758,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2022-02-27,31.9,23.3,27.4,34.7,23.3,28.8,20.5,66.5,0.003,100.0,4.17,rain,0.0,0.0,38.2,25.8,77.4,1014.6,36.9,10.8,154.0,13.4,7.0,,2022-02-27T06:14:02,2022-02-27T18:03:21,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-02-28,33.1,24.3,28.2,35.3,24.3,29.7,20.6,64.6,0.0,0.0,0.0,,0.0,0.0,43.9,26.0,92.5,1014.4,31.8,10.9,204.9,17.8,8.0,,2022-02-28T06:13:27,2022-02-28T18:03:34,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,98428099999,F9028,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-03-01,33.0,23.1,28.2,36.1,23.1,29.4,19.9,61.7,0.0,0.0,0.0,,0.0,0.0,38.9,23.8,112.7,1013.5,31.5,10.8,194.8,17.0,8.0,,2022-03-01T06:12:52,2022-03-01T18:03:46,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-03-02,33.0,22.9,28.3,38.1,22.9,30.3,21.0,65.3,0.0,0.0,0.0,,0.0,0.0,46.8,24.0,107.6,1013.1,37.6,10.9,162.1,14.2,7.0,,2022-03-02T06:12:16,2022-03-02T18:03:59,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,E0758,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2022-03-03,33.0,24.0,28.4,38.1,24.0,30.9,22.3,70.3,0.0,0.0,0.0,,0.0,0.0,46.4,26.8,95.0,1012.4,36.4,11.0,155.8,13.5,7.0,,2022-03-03T06:11:39,2022-03-03T18:04:11,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,remote,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-03-04,33.0,25.0,28.4,38.1,25.0,31.0,22.2,69.3,0.0,0.0,0.0,,0.0,0.0,35.3,26.2,100.8,1012.1,35.7,10.9,198.6,17.2,8.0,,2022-03-04T06:11:02,2022-03-04T18:04:22,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-03-05,33.0,25.0,28.7,37.0,25.0,30.8,21.4,65.8,0.0,0.0,0.0,,0.0,0.0,23.0,17.3,109.4,1011.0,31.1,10.2,178.1,15.3,6.0,,2022-03-05T06:10:24,2022-03-05T18:04:33,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-03-06,33.1,24.6,28.5,37.0,24.6,30.3,21.3,65.9,0.0,0.0,0.0,,0.0,0.0,34.2,30.0,97.8,1011.7,46.8,10.4,180.9,15.6,7.0,,2022-03-06T06:09:46,2022-03-06T18:04:44,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-03-07,32.0,24.3,28.4,35.8,24.3,30.2,21.0,65.1,0.0,0.0,0.0,,0.0,0.0,19.1,19.4,98.2,1010.8,52.9,10.5,200.8,17.6,8.0,,2022-03-07T06:09:07,2022-03-07T18:04:54,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,F0027,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-03-08,32.0,24.9,28.4,36.8,24.9,30.6,21.8,68.0,0.0,0.0,0.0,,0.0,0.0,40.0,22.0,89.6,1009.0,49.2,10.0,164.2,14.2,7.0,,2022-03-08T06:08:28,2022-03-08T18:05:04,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-03-09,32.0,25.8,28.2,35.8,25.8,30.2,21.2,66.2,0.0,0.0,0.0,,0.0,0.0,46.4,24.1,116.8,1010.0,63.9,10.3,117.0,10.0,5.0,,2022-03-09T06:07:49,2022-03-09T18:05:14,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-03-10,32.1,24.8,28.3,35.8,24.8,30.0,21.1,65.5,0.0,0.0,0.0,,0.0,0.0,42.5,22.4,108.4,1010.0,62.1,10.3,137.5,11.8,7.0,,2022-03-10T06:07:09,2022-03-10T18:05:23,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,remote,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-03-11,33.0,24.0,28.7,38.1,24.0,31.8,23.0,71.9,0.01,100.0,4.17,rain,0.0,0.0,20.2,21.1,112.7,1012.6,83.1,10.1,92.4,8.0,4.0,,2022-03-11T06:06:29,2022-03-11T18:05:32,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-03-12,34.0,26.0,29.1,40.6,26.0,33.2,23.9,74.2,3.067,100.0,8.33,rain,0.0,0.0,28.8,40.7,108.5,1008.5,66.5,10.6,172.6,14.9,7.0,,2022-03-12T06:05:48,2022-03-12T18:05:41,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,C6CX3,98327099999,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-03-13,31.7,24.4,27.9,37.7,24.4,30.8,23.8,79.0,4.352,100.0,8.33,rain,0.0,0.0,33.5,25.6,115.5,1009.6,76.7,10.0,90.5,7.8,4.0,,2022-03-13T06:05:07,2022-03-13T18:05:50,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-03-14,32.0,24.0,28.1,39.2,24.0,31.4,24.2,80.0,6.138,100.0,8.33,rain,0.0,0.0,21.2,24.0,23.4,1010.6,67.9,10.4,163.9,14.3,7.0,,2022-03-14T06:04:26,2022-03-14T18:05:58,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,remote,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-03-15,34.0,25.9,28.9,42.0,25.9,33.1,24.6,78.9,4.907,100.0,4.17,rain,0.0,0.0,19.1,16.6,126.0,1008.1,69.8,10.7,189.8,16.4,7.0,,2022-03-15T06:03:44,2022-03-15T18:06:06,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"98429099999,C6CX3,98327099999,98428099999,RPLL,C6BR3,98430099999,E0758,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2022-03-16,34.0,25.8,29.4,40.6,25.8,33.8,24.0,73.6,0.0,0.0,0.0,,0.0,0.0,24.8,21.8,98.6,1008.5,44.1,10.1,132.3,11.4,5.0,,2022-03-16T06:03:03,2022-03-16T18:06:14,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-03-17,34.1,26.2,29.9,42.0,26.2,34.5,23.8,70.5,0.0,0.0,0.0,,0.0,0.0,23.4,16.6,124.0,1008.5,71.7,9.8,170.3,14.6,7.0,,2022-03-17T06:02:21,2022-03-17T18:06:22,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,98327099999,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-03-18,35.0,26.0,29.5,43.3,26.0,34.4,24.5,75.5,3.017,100.0,8.33,rain,0.0,0.0,19.1,23.7,270.9,1007.8,54.7,9.8,171.7,15.0,7.0,,2022-03-18T06:01:39,2022-03-18T18:06:29,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-03-19,35.0,26.1,29.7,40.6,26.1,34.7,24.5,74.8,0.472,100.0,8.33,rain,0.0,0.0,28.8,13.5,107.3,1007.7,58.6,9.0,147.5,12.7,6.0,,2022-03-19T06:00:56,2022-03-19T18:06:36,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,E0758,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2022-03-20,35.0,25.3,30.2,41.9,25.3,34.0,22.8,65.7,0.0,0.0,0.0,,0.0,0.0,57.6,20.5,104.6,1010.1,32.0,9.9,196.8,17.1,7.0,,2022-03-20T06:00:14,2022-03-20T18:06:44,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,C6BR3,98430099999,remote,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-03-21,34.1,25.5,29.7,40.6,25.5,33.9,23.3,68.8,0.0,0.0,0.0,,0.0,0.0,31.7,19.9,94.2,1012.4,44.3,10.8,159.9,13.7,6.0,,2022-03-21T05:59:31,2022-03-21T18:06:51,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,98327099999,98428099999,RPLL,C6BR3,98430099999,E0758,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2022-03-22,35.0,26.0,30.0,40.6,26.0,33.8,22.9,66.8,0.1,100.0,4.17,rain,0.0,0.0,21.6,42.5,104.9,1012.1,36.5,11.7,206.5,17.9,7.0,,2022-03-22T05:58:48,2022-03-22T18:06:58,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-03-23,34.0,25.0,30.0,40.6,25.0,34.2,23.1,67.7,13.511,100.0,4.17,rain,0.0,0.0,19.8,28.3,146.5,1011.3,53.4,10.9,196.7,17.1,7.0,,2022-03-23T05:58:06,2022-03-23T18:07:04,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-03-24,34.0,26.0,29.8,42.0,26.0,34.1,23.7,70.6,0.463,100.0,4.17,rain,0.0,0.0,43.2,21.8,121.6,1010.9,42.0,10.0,151.2,13.1,7.0,,2022-03-24T05:57:23,2022-03-24T18:07:11,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"C6CX3,98429099999,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-03-25,34.0,26.5,30.2,40.6,26.5,34.2,22.9,65.9,0.0,0.0,0.0,,0.0,0.0,32.4,24.2,105.2,1011.7,36.2,10.4,197.3,17.1,9.0,,2022-03-25T05:56:40,2022-03-25T18:07:18,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-03-26,35.0,26.8,30.5,41.9,28.4,34.8,23.0,64.8,0.0,0.0,0.0,,0.0,0.0,22.7,21.1,104.2,1011.6,36.4,9.8,196.3,17.0,7.0,,2022-03-26T05:55:57,2022-03-26T18:07:25,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,98428099999,RPLL,98430099999,remote,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-03-27,34.0,26.5,30.2,40.6,26.5,34.2,22.9,65.6,0.0,0.0,0.0,,0.0,0.0,42.5,24.0,101.9,1011.2,42.0,10.2,184.5,15.9,8.0,,2022-03-27T05:55:14,2022-03-27T18:07:31,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-03-28,34.0,25.3,30.0,39.4,25.3,33.2,22.1,63.8,0.0,0.0,0.0,,0.0,0.0,288.0,22.3,101.7,1011.1,38.1,9.9,160.5,14.0,7.0,,2022-03-28T05:54:31,2022-03-28T18:07:38,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-03-29,33.8,27.0,30.2,39.3,30.1,34.3,23.0,66.3,0.011,100.0,8.33,rain,0.0,0.0,49.3,22.4,105.3,1011.2,59.9,10.0,226.1,19.6,8.0,,2022-03-29T05:53:49,2022-03-29T18:07:45,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-03-30,33.8,27.0,29.9,38.1,29.2,33.7,22.9,67.1,0.0,0.0,0.0,,0.0,0.0,41.0,26.4,111.2,1011.8,33.4,10.6,201.6,17.4,8.0,,2022-03-30T05:53:06,2022-03-30T18:07:51,0.92,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"98429099999,C6CX3,98327099999,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-03-31,35.0,26.5,30.4,40.6,26.5,34.2,22.7,64.4,0.005,100.0,4.17,rain,0.0,0.0,38.9,25.6,109.0,1011.6,38.8,10.5,178.8,15.5,8.0,,2022-03-31T05:52:24,2022-03-31T18:07:58,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"98432099999,98429099999,C6CX3,98327099999,98428099999,RPLL,C6BR3,98430099999,remote,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-04-01,34.0,26.7,29.5,40.6,29.2,33.4,23.2,69.8,9.571,100.0,12.5,rain,0.0,0.0,39.6,20.9,108.6,1011.6,50.7,10.0,128.1,11.0,5.0,,2022-04-01T05:51:41,2022-04-01T18:08:05,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-04-02,34.0,24.3,28.9,37.0,24.3,31.0,21.3,65.5,0.0,0.0,0.0,,0.0,0.0,46.1,18.4,95.3,1011.6,38.2,10.4,178.2,15.3,7.0,,2022-04-02T05:50:59,2022-04-02T18:08:11,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-04-03,33.0,22.7,28.5,38.1,22.7,29.8,19.7,60.1,0.0,0.0,0.0,,0.0,0.0,29.9,19.6,101.1,1011.5,39.8,9.9,204.5,17.6,7.0,,2022-04-03T05:50:17,2022-04-03T18:08:18,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-04-04,33.0,23.5,28.5,37.0,23.5,30.1,20.7,63.6,0.0,0.0,0.0,,0.0,0.0,51.5,29.5,82.2,1012.3,44.1,10.9,157.0,13.5,7.0,,2022-04-04T05:49:35,2022-04-04T18:08:25,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-04-05,28.0,23.9,25.4,30.7,23.9,25.9,23.6,90.4,65.419,100.0,20.83,rain,0.0,0.0,47.9,13.3,57.7,1012.5,93.4,8.8,20.1,1.5,2.0,,2022-04-05T05:48:53,2022-04-05T18:08:32,0.13,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"98429099999,C6CX3,98327099999,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-04-06,30.8,23.7,27.2,36.2,23.7,29.7,23.6,81.7,63.095,100.0,12.5,rain,0.0,0.0,43.2,18.4,79.5,1010.4,67.8,10.0,138.8,11.9,5.0,,2022-04-06T05:48:12,2022-04-06T18:08:39,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"98429099999,C6CX3,98327099999,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-04-07,32.3,24.7,28.3,39.2,24.7,31.1,23.4,75.5,0.042,100.0,12.5,rain,0.0,0.0,42.1,19.4,71.9,1008.9,71.6,10.1,182.4,15.8,8.0,,2022-04-07T05:47:31,2022-04-07T18:08:47,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,C6CX3,98327099999,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-04-08,30.3,25.8,27.6,34.1,25.8,30.3,23.2,77.4,9.677,100.0,8.33,rain,0.0,0.0,33.8,17.8,110.0,1008.0,71.1,9.8,105.8,9.0,4.0,,2022-04-08T05:46:50,2022-04-08T18:08:54,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-04-09,33.0,25.8,28.6,38.1,25.8,31.6,23.0,72.3,0.073,100.0,8.33,rain,0.0,0.0,29.5,24.1,73.5,1007.9,66.5,9.9,206.3,17.8,7.0,,2022-04-09T05:46:09,2022-04-09T18:09:02,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,C6CX3,98327099999,98428099999,RPLL,C6BR3,98430099999,remote,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-04-10,32.0,25.8,28.2,36.8,25.8,30.8,22.8,73.3,0.64,100.0,8.33,rain,0.0,0.0,27.7,15.8,77.7,1008.0,68.5,9.9,121.3,10.7,5.0,,2022-04-10T05:45:29,2022-04-10T18:09:09,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,98327099999,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
"Quezon City, National Capital Region, Philippines",2022-04-11,32.1,24.5,28.6,36.8,24.5,31.6,22.5,70.4,0.0,0.0,0.0,,0.0,0.0,28.8,20.8,54.4,1007.6,90.1,10.2,147.5,12.9,8.0,,2022-04-11T05:44:50,2022-04-11T18:09:17,0.32,Overcast,Cloudy skies throughout the day.,cloudy,"98429099999,C6CX3,98327099999,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
